sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
6264,3:25.579 987 000,"Idle","System Idle","Idle for 99.766 ms",3289279792,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,22839,3,11 CE 06 
6265,3:25.580 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289290746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22842,4,02 0F CA 55 
6266,3:25.580 703 688,"SysTick","ISR Exit","Returns to Idle",3289291259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22846,3,03 81 04 
6267,3:25.581 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289306746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22849,4,02 0F FF 78 
6268,3:25.581 703 688,"SysTick","ISR Exit","Returns to Idle",3289307259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22853,3,03 81 04 
6269,3:25.582 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289322746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22856,4,02 0F FF 78 
6270,3:25.582 703 688,"SysTick","ISR Exit","Returns to Idle",3289323259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22860,3,03 81 04 
6271,3:25.583 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289338746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22863,4,02 0F FF 78 
6272,3:25.583 703 688,"SysTick","ISR Exit","Returns to Idle",3289339259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22867,3,03 81 04 
6273,3:25.584 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289354746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22870,4,02 0F FF 78 
6274,3:25.584 703 688,"SysTick","ISR Exit","Returns to Idle",3289355259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22874,3,03 81 04 
6275,3:25.585 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289370746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22877,4,02 0F FF 78 
6276,3:25.585 703 688,"SysTick","ISR Exit","Returns to Idle",3289371259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22881,3,03 81 04 
6277,3:25.586 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289386746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22884,4,02 0F FF 78 
6278,3:25.586 703 688,"SysTick","ISR Exit","Returns to Idle",3289387259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22888,3,03 81 04 
6279,3:25.587 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3289402746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22891,4,02 0F FF 78 
6280,3:25.587 703 625,"SysTick","ISR Exit","Returns to Idle",3289403258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22895,3,03 80 04 
6281,3:25.588 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3289418746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22898,4,02 0F 80 79 
6282,3:25.588 703 625,"SysTick","ISR Exit","Returns to Idle",3289419258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22902,3,03 80 04 
6283,3:25.589 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289434746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22905,4,02 0F 80 79 
6284,3:25.589 703 688,"SysTick","ISR Exit","Returns to Idle",3289435259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22909,3,03 81 04 
6285,3:25.590 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289450746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22912,4,02 0F FF 78 
6286,3:25.590 703 688,"SysTick","ISR Exit","Returns to Idle",3289451259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22916,3,03 81 04 
6287,3:25.591 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3289466746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22919,4,02 0F FF 78 
6288,3:25.591 703 750,"SysTick","ISR Exit","Returns to Idle",3289467260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22923,3,03 82 04 
6289,3:25.592 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3289482746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22926,4,02 0F FE 78 
6290,3:25.592 703 750,"SysTick","ISR Exit","Returns to Idle",3289483260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22930,3,03 82 04 
6291,3:25.593 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289498746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22933,4,02 0F FE 78 
6292,3:25.593 703 688,"SysTick","ISR Exit","Returns to Idle",3289499259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22937,3,03 81 04 
6293,3:25.594 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289514746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22940,4,02 0F FF 78 
6294,3:25.594 703 688,"SysTick","ISR Exit","Returns to Idle",3289515259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22944,3,03 81 04 
6295,3:25.595 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289530746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22947,4,02 0F FF 78 
6296,3:25.595 703 688,"SysTick","ISR Exit","Returns to Idle",3289531259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22951,3,03 81 04 
6297,3:25.596 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289546746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22954,4,02 0F FF 78 
6298,3:25.596 703 688,"SysTick","ISR Exit","Returns to Idle",3289547259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22958,3,03 81 04 
6299,3:25.597 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289562746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22961,4,02 0F FF 78 
6300,3:25.597 703 688,"SysTick","ISR Exit","Returns to Idle",3289563259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22965,3,03 81 04 
6301,3:25.598 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289578746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22968,4,02 0F FF 78 
6302,3:25.598 703 688,"SysTick","ISR Exit","Returns to Idle",3289579259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22972,3,03 81 04 
6303,3:25.599 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289594746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22975,4,02 0F FF 78 
6304,3:25.599 703 688,"SysTick","ISR Exit","Returns to Idle",3289595259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22979,3,03 81 04 
6305,3:25.600 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289610746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22982,4,02 0F FF 78 
6306,3:25.600 703 688,"SysTick","ISR Exit","Returns to Idle",3289611259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22986,3,03 81 04 
6307,3:25.601 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289626746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22989,4,02 0F FF 78 
6308,3:25.601 703 688,"SysTick","ISR Exit","Returns to Idle",3289627259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22993,3,03 81 04 
6309,3:25.602 671 688,"SysTick","ISR Enter","Runs for 32.063 us",3289642747,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22996,4,02 0F 80 79 
6310,3:25.602 703 750,"SysTick","ISR Exit","Returns to Idle",3289643260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23000,3,03 81 04 
6311,3:25.603 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289658746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23003,4,02 0F FE 78 
6312,3:25.603 703 688,"SysTick","ISR Exit","Returns to Idle",3289659259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23007,3,03 81 04 
6313,3:25.604 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3289674746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23010,4,02 0F FF 78 
6314,3:25.604 703 625,"SysTick","ISR Exit","Returns to Idle",3289675258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23014,3,03 80 04 
6315,3:25.605 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289690746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23017,4,02 0F 80 79 
6316,3:25.605 703 688,"SysTick","ISR Exit","Returns to Idle",3289691259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23021,3,03 81 04 
6317,3:25.606 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289706746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23024,4,02 0F FF 78 
6318,3:25.606 703 688,"SysTick","ISR Exit","Returns to Idle",3289707259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23028,3,03 81 04 
6319,3:25.607 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289722746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23031,4,02 0F FF 78 
6320,3:25.607 703 688,"SysTick","ISR Exit","Returns to Idle",3289723259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23035,3,03 81 04 
6321,3:25.608 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289738746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23038,4,02 0F FF 78 
6322,3:25.608 703 688,"SysTick","ISR Exit","Returns to Idle",3289739259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23042,3,03 81 04 
6323,3:25.609 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289754746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23045,4,02 0F FF 78 
6324,3:25.609 703 688,"SysTick","ISR Exit","Returns to Idle",3289755259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23049,3,03 81 04 
6325,3:25.610 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289770746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23052,4,02 0F FF 78 
6326,3:25.610 703 688,"SysTick","ISR Exit","Returns to Idle",3289771259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23056,3,03 81 04 
6327,3:25.611 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289786746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23059,4,02 0F FF 78 
6328,3:25.611 703 688,"SysTick","ISR Exit","Returns to Idle",3289787259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23063,3,03 81 04 
6329,3:25.612 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289802746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23066,4,02 0F FF 78 
6330,3:25.612 703 688,"SysTick","ISR Exit","Returns to Idle",3289803259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23070,3,03 81 04 
6331,3:25.613 671 563,"SysTick","ISR Enter","Runs for 32.063 us",3289818745,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23073,4,02 0F FE 78 
6332,3:25.613 703 625,"SysTick","ISR Exit","Returns to Idle",3289819258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23077,3,03 81 04 
6333,3:25.614 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289834746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23080,4,02 0F 80 79 
6334,3:25.614 703 688,"SysTick","ISR Exit","Returns to Idle",3289835259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23084,3,03 81 04 
6335,3:25.615 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289850746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23087,4,02 0F FF 78 
6336,3:25.615 703 688,"SysTick","ISR Exit","Returns to Idle",3289851259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23091,3,03 81 04 
6337,3:25.616 671 563,"SysTick","ISR Enter","Runs for 32.063 us",3289866745,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23094,4,02 0F FE 78 
6338,3:25.616 703 625,"SysTick","ISR Exit","Returns to Idle",3289867258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23098,3,03 81 04 
6339,3:25.617 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289882746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23101,4,02 0F 80 79 
6340,3:25.617 703 688,"SysTick","ISR Exit","Returns to Idle",3289883259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23105,3,03 81 04 
6341,3:25.618 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3289898746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23108,4,02 0F FF 78 
6342,3:25.618 703 750,"SysTick","ISR Exit","Returns to Idle",3289899260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23112,3,03 82 04 
6343,3:25.619 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289914746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23115,4,02 0F FE 78 
6344,3:25.619 703 688,"SysTick","ISR Exit","Returns to Idle",3289915259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23119,3,03 81 04 
6345,3:25.620 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289930746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23122,4,02 0F FF 78 
6346,3:25.620 703 688,"SysTick","ISR Exit","Returns to Idle",3289931259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23126,3,03 81 04 
6347,3:25.621 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289946746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23129,4,02 0F FF 78 
6348,3:25.621 703 688,"SysTick","ISR Exit","Returns to Idle",3289947259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23133,3,03 81 04 
6349,3:25.622 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3289962746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23136,4,02 0F FF 78 
6350,3:25.622 703 625,"SysTick","ISR Exit","Returns to Idle",3289963258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23140,3,03 80 04 
6351,3:25.623 671 688,"SysTick","ISR Enter","Runs for 32.063 us",3289978747,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23143,4,02 0F 81 79 
6352,3:25.623 703 750,"SysTick","ISR Exit","Returns to Idle",3289979260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23147,3,03 81 04 
6353,3:25.624 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289994746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23150,4,02 0F FE 78 
6354,3:25.624 703 688,"SysTick","ISR Exit","Returns to Idle",3289995259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23154,3,03 81 04 
6355,3:25.625 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290010746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23157,4,02 0F FF 78 
6356,3:25.625 703 688,"SysTick","ISR Exit","Returns to Idle",3290011259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23161,3,03 81 04 
6357,3:25.626 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290026746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23164,4,02 0F FF 78 
6358,3:25.626 703 688,"SysTick","ISR Exit","Returns to Idle",3290027259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23168,3,03 81 04 
6359,3:25.627 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290042746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23171,4,02 0F FF 78 
6360,3:25.627 703 688,"SysTick","ISR Exit","Returns to Idle",3290043259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23175,3,03 81 04 
6361,3:25.628 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290058746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23178,4,02 0F FF 78 
6362,3:25.628 703 688,"SysTick","ISR Exit","Returns to Idle",3290059259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23182,3,03 81 04 
6363,3:25.629 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290074746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23185,4,02 0F FF 78 
6364,3:25.629 703 688,"SysTick","ISR Exit","Returns to Idle",3290075259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23189,3,03 81 04 
6365,3:25.630 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290090746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23192,4,02 0F FF 78 
6366,3:25.630 703 688,"SysTick","ISR Exit","Returns to Idle",3290091259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23196,3,03 81 04 
6367,3:25.631 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290106746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23199,4,02 0F FF 78 
6368,3:25.631 703 688,"SysTick","ISR Exit","Returns to Idle",3290107259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23203,3,03 81 04 
6369,3:25.632 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290122746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23206,4,02 0F FF 78 
6370,3:25.632 703 688,"SysTick","ISR Exit","Returns to Idle",3290123259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23210,3,03 81 04 
6371,3:25.633 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290138746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23213,4,02 0F FF 78 
6372,3:25.633 703 688,"SysTick","ISR Exit","Returns to Idle",3290139259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23217,3,03 81 04 
6373,3:25.634 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290154746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23220,4,02 0F FF 78 
6374,3:25.634 703 688,"SysTick","ISR Exit","Returns to Idle",3290155259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23224,3,03 81 04 
6375,3:25.635 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290170746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23227,4,02 0F FF 78 
6376,3:25.635 703 688,"SysTick","ISR Exit","Returns to Idle",3290171259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23231,3,03 81 04 
6377,3:25.636 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290186746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23234,4,02 0F FF 78 
6378,3:25.636 703 688,"SysTick","ISR Exit","Returns to Idle",3290187259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23238,3,03 81 04 
6379,3:25.637 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290202746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23241,4,02 0F FF 78 
6380,3:25.637 703 688,"SysTick","ISR Exit","Returns to Idle",3290203259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23245,3,03 81 04 
6381,3:25.638 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290218746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23248,4,02 0F FF 78 
6382,3:25.638 703 688,"SysTick","ISR Exit","Returns to Idle",3290219259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23252,3,03 81 04 
6383,3:25.639 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290234746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23255,4,02 0F FF 78 
6384,3:25.639 703 688,"SysTick","ISR Exit","Returns to Idle",3290235259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23259,3,03 81 04 
6385,3:25.640 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290250746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23262,4,02 0F FF 78 
6386,3:25.640 703 688,"SysTick","ISR Exit","Returns to Idle",3290251259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23266,3,03 81 04 
6387,3:25.641 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290266746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23269,4,02 0F FF 78 
6388,3:25.641 703 688,"SysTick","ISR Exit","Returns to Idle",3290267259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23273,3,03 81 04 
6389,3:25.642 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290282746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23276,4,02 0F FF 78 
6390,3:25.642 703 688,"SysTick","ISR Exit","Returns to Idle",3290283259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23280,3,03 81 04 
6391,3:25.643 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3290298746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23283,4,02 0F FF 78 
